# Average windspeeds at the sites of 8263 new windmills in Deutschland  at 175m 
# sites from https://www.marktstammdatenregister.de/MaStR 20260101 running since 2024 or planned
# windspeeds from https://opendata.dwd.de/.../cosmo_rea6 hourly in 2014
# written ~bz/py/wind/markt/new/newwindmills.py 2026-02-19 Feb 15:20 

Cosmowind175	Cosmocap175	AGS	State	MW	Lat	Lon	Thi	Rotor	Date	Lkr	Place
6.27	33	3154	NI	6.8	52.0793	10.9569	164	163	2026-06-01	Helmstedt	Söllingen
6.27	33	3154	NI	6.8	52.0707	10.9603	164	163	2026-06-01	Helmstedt	Söllingen
6.27	33	3154	NI	6.8	52.075	10.9496	164	163	2026-06-01	Helmstedt	Söllingen
7.42	44	3254	NI	5.56	52.2223	9.58278	167	160	2027-07-31	Hildesheim	Bad_Salzdetfurth
7.42	44	3254	NI	5.56	52.2288	9.58466	167	160	2027-03-31	Hildesheim	Sibbesse
7.41	44	3254	NI	4.2	52.1141	10.0564	166	136	2025-05-21	Hildesheim	Bad_Salzdetfurth
7.41	43	3254	NI	5.56	52.0435	9.96257	167	160	2027-05-05	Hildesheim	Sibbesse
7.24	42	3254	NI	5.56	52.006	10.0247	166	160	2028-07-03	Hildesheim	Bockenem
7.24	42	3254	NI	7.2	52.1717	9.84061	169	162	2027-05-31	Hildesheim	Nordstemmen
7.23	42	3254	NI	7.2	52.1752	9.8374	169	162	2027-05-31	Hildesheim	Nordstemmen
7.16	41	3254	NI	6.2	51.9903	10.1476	169	162	2025-01-22	Hildesheim	Bockenem
7.16	41	3254	NI	6.2	51.9917	10.1427	169	162	2025-02-13	Hildesheim	Bockenem
7.16	41	3254	NI	6.2	51.9868	10.1466	169	162	2025-01-23	Hildesheim	Bockenem
7.16	41	3254	NI	6.2	51.9884	10.1418	169	162	2025-02-13	Hildesheim	Bockenem
7.16	41	3254	NI	6.2	51.9847	10.1508	169	162	2025-01-21	Hildesheim	Bockenem
7.16	41	3254	NI	6.2	51.9937	10.1474	169	162	2025-02-19	Hildesheim	Bockenem
7.16	41	3254	NI	6.2	51.988	10.1516	169	162	2025-01-24	Hildesheim	Bockenem
7.08	41	3254	NI	7.2	52.169	9.82792	169	162	2027-05-31	Hildesheim	Nordstemmen
7.08	41	3254	NI	7.2	52.1768	9.83036	169	162	2027-05-31	Hildesheim	Nordstemmen
7.08	41	3254	NI	7.2	52.1725	9.82307	169	162	2027-05-31	Hildesheim	Nordstemmen
7.08	41	3254	NI	7.2	52.169	9.82185	169	162	2027-05-31	Hildesheim	Nordstemmen
7.08	41	3254	NI	7.2	52.1726	9.83073	169	162	2027-05-31	Hildesheim	Nordstemmen
6.87	39	3254	NI	5.56	52.0739	9.65659	167	160	2027-09-22	Hildesheim	Elze
6.87	39	3254	NI	5.56	52.0774	9.66279	167	160	2027-09-22	Hildesheim	Elze
6.87	39	3254	NI	5.56	52.0744	9.66384	167	160	2027-09-22	Hildesheim	Elze
6.94	39	3255	NI	6.8	51.957	9.35823	179	175	2028-05-31	Holzminden	Ottenstein
6.94	39	3255	NI	6.8	51.9606	9.3667	179	175	2028-05-31	Holzminden	Ottenstein
6.94	39	3255	NI	6.8	51.9558	9.36446	179	175	2028-05-31	Holzminden	Ottenstein
6.94	39	3255	NI	6.8	51.9639	9.37185	179	175	2028-05-31	Holzminden	Ottenstein
6.94	39	3255	NI	6.8	51.9605	9.37406	179	175	2028-05-31	Holzminden	Ottenstein
6.94	39	3255	NI	6.8	51.9573	9.37032	179	175	2028-05-31	Holzminden	Ottenstein
6.94	39	3255	NI	6.8	51.9563	9.37986	179	175	2028-05-31	Holzminden	Ottenstein
6.75	38	3255	NI	7	52.0134	9.53067	164	163	2025-12-31	Holzminden	Heyen
6.75	38	3255	NI	7	52.0182	9.52818	164	163	2025-12-31	Holzminden	Heyen
6.75	38	3255	NI	7	52.0113	9.52309	164	163	2025-12-31	Holzminden	Heyen
6.75	38	3255	NI	7	52.007	9.53135	164	163	2025-12-31	Holzminden	Heyen
6.75	38	3255	NI	5.7	52.0149	9.53591	164	149	2025-12-31	Holzminden	Heyen
6.75	38	3255	NI	5.7	52.0104	9.5322	164	163	2025-12-31	Holzminden	Heyen
6.75	38	3255	NI	6	52.007	9.52444	167	162	2026-12-01	Holzminden	Heyen
6.24	34	3255	NI	6.22	51.668	9.40845	179	175	2027-06-30	Holzminden	Lauenförde
6.24	34	3255	NI	6.22	51.7066	9.44807	167	175	2027-06-30	Holzminden	Derental
6.24	34	3255	NI	6.22	51.6732	9.40504	179	175	2027-06-30	Holzminden	Lauenförde
6.24	34	3255	NI	6.22	51.7086	9.43834	179	175	2027-06-30	Holzminden	Derental
6.24	34	3255	NI	6.22	51.6699	9.4185	179	175	2027-06-30	Holzminden	Lauenförde
6.24	34	3255	NI	6.22	51.7077	9.43834	179	175	2027-06-30	Holzminden	Derental
6.24	34	3255	NI	6.22	51.667	9.41456	179	175	2027-06-30	Holzminden	Lauenförde
6.24	34	3255	NI	6.22	51.6644	9.40917	179	175	2027-06-30	Holzminden	Lauenförde
6.24	34	3255	NI	6.22	51.6715	9.40988	179	175	2027-06-30	Holzminden	Lauenförde
6.24	34	3255	NI	6.22	51.7092	9.4481	179	175	2027-06-30	Holzminden	Derental
8.54	55	3457	NI	6.6	53.3297	7.69288	122	155	2026-03-01	Leer	Uplengen
8.54	55	3457	NI	6.6	53.3224	7.69262	122	155	2026-03-01	Leer	Uplengen
8.54	55	3457	NI	6.6	53.3249	7.68848	122	155	2026-03-01	Leer	Uplengen
8.54	55	3457	NI	7	53.3211	7.78716	118	163	2027-10-01	Leer	Uplengen
8.54	55	3457	NI	7	53.3134	7.82117	118	163	2027-10-01	Leer	Uplengen
8.54	55	3457	NI	7	53.3281	7.68026	118	163	2027-03-01	Leer	Firrel
8.54	55	3457	NI	7	53.3167	7.82284	118	163	2027-10-01	Leer	Uplengen
8.54	55	3457	NI	7	53.3158	7.77766	118	163	2027-10-01	Leer	Uplengen
8.54	55	3457	NI	7	53.3237	7.68152	118	163	2027-03-01	Leer	Firrel
8.54	55	3457	NI	7	53.3174	7.82876	118	163	2027-10-01	Leer	Uplengen
8.54	55	3457	NI	7	53.3132	7.81525	118	163	2027-10-01	Leer	Uplengen
8.54	55	3457	NI	7	53.3193	7.78086	118	163	2027-10-01	Leer	Uplengen
8.54	55	3457	NI	7	53.3166	7.77091	118	163	2027-10-01	Leer	Uplengen
8.54	55	3457	NI	7	53.3196	7.7935	118	163	2027-10-01	Leer	Uplengen
8.44	54	3457	NI	7	53.3079	7.85425	118	163	2027-10-01	Leer	Uplengen
8.44	54	3457	NI	7	53.3021	7.85424	118	163	2028-10-01	Leer	Uplengen
7.36	44	3354	NI	6.2	52.9543	11.4126	169	162	2025-09-30	Lüchow-Dannenberg	Prezelle
7.36	44	3354	NI	6.2	52.9558	11.3482	169	162	2027-10-01	Lüchow-Dannenberg	Prezelle
7.36	44	3354	NI	6.2	52.9487	11.4222	169	162	2027-10-01	Lüchow-Dannenberg	Prezelle
7.36	44	3354	NI	6.2	52.9569	11.4175	169	162	2025-09-30	Lüchow-Dannenberg	Prezelle
7.36	44	3354	NI	6.2	52.9569	11.4175	169	162	2027-10-01	Lüchow-Dannenberg	Prezelle
7.36	44	3354	NI	6.2	52.9594	11.4264	169	162	2027-10-01	Lüchow-Dannenberg	Prezelle
7.36	44	3354	NI	6.2	52.964	11.4287	169	162	2027-10-01	Lüchow-Dannenberg	Prezelle
7.36	44	3354	NI	6.2	52.9604	11.3519	169	162	2027-10-01	Lüchow-Dannenberg	Prezelle
7.36	44	3354	NI	6.2	52.9534	11.4125	169	162	2027-10-01	Lüchow-Dannenberg	Prezelle
7.36	44	3354	NI	6.2	52.9542	11.4184	169	162	2027-10-01	Lüchow-Dannenberg	Prezelle
7.36	44	3354	NI	6.2	52.9514	11.4206	169	162	2027-10-01	Lüchow-Dannenberg	Prezelle
7.35	44	3354	NI	5.7	52.9372	11.2278	164	149	2028-10-01	Lüchow-Dannenberg	Woltersdorf
7.35	44	3354	NI	5.7	52.9405	11.2355	164	149	2028-10-01	Lüchow-Dannenberg	Woltersdorf
7.35	44	3354	NI	6.8	52.9263	11.1633	164	163	2025-02-26	Lüchow-Dannenberg	Wustrow
7.35	44	3354	NI	6.8	52.9314	11.1603	164	163	2025-02-26	Lüchow-Dannenberg	Lüchow
7.35	44	3354	NI	6.8	52.9318	11.1664	164	163	2025-02-26	Lüchow-Dannenberg	Wustrow
7.35	44	3354	NI	6.8	52.9344	11.1709	164	163	2025-02-26	Lüchow-Dannenberg	Lüchow
7.35	44	3354	NI	6.8	52.936	11.1628	164	163	2025-03-26	Lüchow-Dannenberg	Lüchow
7.32	44	3354	NI	6.2	52.963	11.435	169	162	2027-10-01	Lüchow-Dannenberg	Prezelle
7.32	44	3354	NI	6.2	52.96	11.4354	169	162	2027-10-01	Lüchow-Dannenberg	Prezelle
7.32	44	3354	NI	6.2	52.9576	11.4313	169	162	2027-10-01	Lüchow-Dannenberg	Prezelle
7.3	44	3354	NI	6.8	52.9281	11.1569	164	163	2025-03-26	Lüchow-Dannenberg	Wustrow
7.8	49	3355	NI	6.8	53.1858	10.2799	179	175	2027-04-01	Lüneburg	Embsen
7.8	49	3355	NI	6.8	53.1879	10.2897	179	175	2027-04-01	Lüneburg	Embsen
7.77	49	3355	NI	5.6	53.2654	10.5788	125	150	2027-10-31	Lüneburg	Rullstorf
7.77	49	3355	NI	5.6	53.2623	10.5793	125	150	2027-12-31	Lüneburg	Reinstorf
7.75	48	3355	NI	7	53.251	10.6515	164	163	2027-06-30	Lüneburg	Neetze
7.75	48	3355	NI	7	53.2478	10.6565	164	163	2027-06-30	Lüneburg	Neetze
7.75	48	3355	NI	7	53.251	10.6596	164	163	2027-06-30	Lüneburg	Neetze
7.75	48	3355	NI	7	53.246	10.6513	164	163	2027-06-30	Lüneburg	Neetze
7.73	48	3355	NI	6.8	53.1949	10.3045	179	175	2027-04-01	Lüneburg	Embsen
7.73	48	3355	NI	6.8	53.1902	10.2984	179	175	2027-04-01	Lüneburg	Embsen
7.73	48	3355	NI	6.8	53.1914	10.3064	179	175	2027-04-01	Lüneburg	Embsen
7.67	48	3355	NI	7.2	53.1916	10.4027	175	172	2026-10-01	Lüneburg	Melbeck
7.6	47	3355	NI	4.2	53	10	130	138	2024-03-07	Lüneburg	Amelinghausen
8.19	52	3256	NI	5.7	52.7888	9.07081	165	155	2026-11-27	Nienburg_(Weser)	Bücken
8.19	52	3256	NI	5.7	52.786	9.05749	165	155	2026-11-27	Nienburg_(Weser)	Bücken
8.19	52	3256	NI	5.7	52.7822	9.05535	165	155	2026-11-27	Nienburg_(Weser)	Bücken
8.18	52	3256	NI	6	52.8425	9.05838	162	175	2027-03-31	Nienburg_(Weser)	Hoyerhagen
8.18	52	3256	NI	6	52.8396	9.05444	162	175	2027-03-31	Nienburg_(Weser)	Hoyerhagen
8.02	50	3256	NI	6	52.7363	9.174	125	150	2025-09-24	Nienburg_(Weser)	Schweringen
8.02	50	3256	NI	6	52.7304	9.16395	125	150	2025-10-16	Nienburg_(Weser)	Balge
8.02	50	3256	NI	5.56	52.6145	8.94645	120	160	2027-07-01	Nienburg_(Weser)	Steyerberg
8.02	50	3256	NI	5.56	52.6176	8.94302	120	160	2027-07-01	Nienburg_(Weser)	Steyerberg
8.02	50	3256	NI	6	52.7292	9.16802	125	150	2025-09-24	Nienburg_(Weser)	Balge
8.02	50	3256	NI	6	52.7277	9.16269	125	150	2025-10-16	Nienburg_(Weser)	Balge
8.02	50	3256	NI	5.56	52.6121	8.95113	120	160	2027-07-01	Nienburg_(Weser)	Steyerberg
7.98	50	3256	NI	4.26	52.6255	9.0727	110	138	2027-09-15	Nienburg_(Weser)	Liebenau
7.98	50	3256	NI	4.26	52.6286	9.07646	108	138	2027-09-15	Nienburg_(Weser)	Liebenau
7.85	49	3256	NI	5.56	52.6102	8.96868	120	160	2027-07-01	Nienburg_(Weser)	Steyerberg
7.85	49	3256	NI	5.56	52.6102	8.95639	120	160	2027-07-01	Nienburg_(Weser)	Steyerberg
7.85	49	3256	NI	5.56	52.6128	8.96255	120	160	2027-07-01	Nienburg_(Weser)	Steyerberg
7.85	49	3256	NI	5.56	52.6084	8.96166	120	160	2027-07-01	Nienburg_(Weser)	Steyerberg
7.81	48	3256	NI	4.2	52.4567	8.9019	122	115	2024-07-08	Nienburg_(Weser)	Raddestorf
7.81	48	3256	NI	4.2	52.4568	8.89544	122	115	2024-07-29	Nienburg_(Weser)	Raddestorf
7.81	48	3256	NI	4.2	52.4614	8.89622	122	115	2024-06-21	Nienburg_(Weser)	Uchte
7.81	48	3256	NI	4.26	52.4799	8.89183	110	138	2026-11-01	Nienburg_(Weser)	Uchte
7.81	48	3256	NI	4.26	52.4771	8.89398	110	138	2026-11-01	Nienburg_(Weser)	Uchte
7.77	48	3256	NI	4.26	52.7932	9.29619	160	138	2026-09-01	Nienburg_(Weser)	Hämelhausen
7.76	48	3256	NI	4.26	52.5701	9.05607	131	138	2024-12-20	Nienburg_(Weser)	Steyerberg
7.76	48	3256	NI	4.26	52.5698	9.04988	131	138	2024-12-23	Nienburg_(Weser)	Steyerberg
7.76	48	3256	NI	4.26	52.5736	9.05514	131	138	2024-12-19	Nienburg_(Weser)	Steyerberg
7.76	48	3256	NI	4.26	52.567	9.05926	131	138	2024-12-18	Nienburg_(Weser)	Steyerberg
7.76	48	3256	NI	4.26	52.5733	9.04849	131	138	2024-12-23	Nienburg_(Weser)	Steyerberg
7.76	48	3256	NI	4.26	52.5662	9.05035	131	138	2024-12-23	Nienburg_(Weser)	Steyerberg
7.76	48	3256	NI	4.8	52.619	9.10845	110	133	2028-02-03	Nienburg_(Weser)	Binnen
7.76	48	3256	NI	5.7	52.6227	9.10966	105	149	2028-02-03	Nienburg_(Weser)	Binnen
7.76	48	3256	NI	5.7	52.6211	9.10459	105	149	2028-02-03	Nienburg_(Weser)	Liebenau
7.72	48	3256	NI	7	52.5727	9.14983	118	163	2028-05-31	Nienburg_(Weser)	Landesbergen
7.72	48	3256	NI	4.26	52.5585	9.04713	131	138	2025-08-21	Nienburg_(Weser)	Steyerberg
7.72	48	3256	NI	4.26	52.5569	9.0517	131	138	2025-08-22	Nienburg_(Weser)	Steyerberg
7.72	48	3256	NI	4.26	52.5631	9.05407	131	138	2024-12-19	Nienburg_(Weser)	Steyerberg
7.72	48	3256	NI	4.26	52.5618	9.04784	131	138	2025-01-10	Nienburg_(Weser)	Steyerberg
7.72	48	3256	NI	5.56	52.5761	9.14808	120	160	2027-01-28	Nienburg_(Weser)	Estorf
7.69	48	3256	NI	7.2	52.6811	9.29694	119	162	2027-09-01	Nienburg_(Weser)	Steimbke
7.69	48	3256	NI	7.2	52.6766	9.29551	119	162	2027-09-01	Nienburg_(Weser)	Steimbke
7.69	48	3256	NI	7.2	52.6767	9.30526	119	162	2027-09-01	Nienburg_(Weser)	Steimbke
7.69	47	3256	NI	5.7	52.4079	8.92966	105	149	2027-02-15	Nienburg_(Weser)	Raddestorf
7.69	48	3256	NI	7.2	52.6875	9.30775	119	162	2027-09-01	Nienburg_(Weser)	Steimbke
7.69	47	3256	NI	5.7	52.4048	8.92799	105	149	2027-02-15	Nienburg_(Weser)	Raddestorf
7.69	48	3256	NI	7.2	52.6885	9.29264	119	162	2027-09-01	Nienburg_(Weser)	Steimbke
7.69	48	3256	NI	7.2	52.6841	9.29205	119	162	2027-09-01	Nienburg_(Weser)	Steimbke
7.69	48	3256	NI	7.2	52.6796	9.28725	119	162	2027-09-01	Nienburg_(Weser)	Steimbke
7.69	48	3256	NI	7.2	52.6742	9.28818	119	162	2027-09-01	Nienburg_(Weser)	Steimbke
7.69	47	3256	NI	4.26	52.4736	9.14593	110	138	2026-01-15	Nienburg_(Weser)	Rehburg-Loccum
7.69	47	3256	NI	4.26	52.4761	9.14279	110	138	2026-04-01	Nienburg_(Weser)	Rehburg-Loccum
7.69	47	3256	NI	4.26	52.4733	9.15233	110	138	2026-01-15	Nienburg_(Weser)	Rehburg-Loccum
7.69	47	3256	NI	5.7	52.4056	8.93226	105	149	2027-02-15	Nienburg_(Weser)	Raddestorf
7.69	48	3256	NI	7.2	52.6832	9.30568	119	162	2027-09-01	Nienburg_(Weser)	Steimbke
7.67	47	3256	NI	7	52.5693	9.14536	118	163	2028-05-31	Nienburg_(Weser)	Landesbergen
7.67	47	3256	NI	7	52.57	9.15218	118	163	2028-05-31	Nienburg_(Weser)	Landesbergen
7.67	47	3256	NI	7	52.5656	9.14645	118	163	2028-05-31	Nienburg_(Weser)	Landesbergen
6.96	40	3155	NI	6.2	51.9224	10.0592	169	162	2025-12-31	Northeim	Bad_Gandersheim
6.96	40	3155	NI	6.2	51.9193	10.0588	169	162	2025-12-31	Northeim	Bad_Gandersheim
6.96	40	3155	NI	6.2	51.9166	10.0706	169	162	2025-12-31	Northeim	Bad_Gandersheim
6.96	40	3155	NI	6.2	51.9183	10.0667	169	162	2025-12-31	Northeim	Bad_Gandersheim
6.6	36	3155	NI	7.2	51	10	175	172	2027-06-12	Northeim	Einbeck
6.53	36	3155	NI	4.26	51.6411	9.67807	160	138	2026-01-30	Northeim	Uslar
6.47	36	3155	NI	6	51.8752	10.0984	166	150	2025-12-31	Northeim	Bad_Gandersheim
6.47	36	3155	NI	6	51.8736	10.1021	166	150	2025-12-31	Northeim	Bad_Gandersheim
6.47	36	3155	NI	5.56	51.8738	10.1141	167	160	2024-02-13	Northeim	Bad_Gandersheim
6.47	36	3155	NI	6	51.8779	10.1001	166	150	2025-12-31	Northeim	Bad_Gandersheim
6.31	34	3155	NI	6.2	51.8813	9.84393	169	162	2028-01-15	Northeim	Einbeck
6.31	34	3155	NI	6.2	51.878	9.84214	169	162	2028-01-15	Northeim	Einbeck
6.31	34	3155	NI	6.2	51.8756	9.84873	169	162	2028-01-15	Northeim	Einbeck
6.31	34	3155	NI	6.2	51.8749	9.83992	169	162	2028-01-15	Northeim	Einbeck
6.31	34	3155	NI	6.2	51.8725	9.84671	169	162	2028-01-15	Northeim	Einbeck
6.31	34	3155	NI	6.2	51.8715	9.83986	169	162	2028-01-15	Northeim	Einbeck
6.31	34	3155	NI	6.2	51.8773	9.85958	169	162	2028-01-15	Northeim	Einbeck
6.31	34	3155	NI	6.2	51.879	9.84803	169	162	2028-01-15	Northeim	Einbeck
6.31	34	3155	NI	6.2	51.8752	9.8554	169	162	2028-01-15	Northeim	Einbeck
6.18	33	3155	NI	6	51.7148	9.88599	169	162	2025-12-30	Northeim	Moringen
6.18	33	3155	NI	6	51.7185	9.89227	169	162	2025-12-30	Northeim	Moringen
6.18	33	3155	NI	6	51.7219	9.88964	169	162	2025-12-30	Northeim	Moringen
6.18	33	3155	NI	6	51.719	9.88641	169	162	2025-12-30	Northeim	Moringen
6.13	32	3155	NI	5.5	51.7999	9.80849	161	158	2024-02-20	Northeim	Einbeck
6.13	32	3155	NI	5.5	51.7963	9.80719	161	158	2024-02-20	Northeim	Einbeck
5.96	31	3155	NI	5.5	51.7985	9.82381	161	158	2024-01-19	Northeim	Einbeck
5.96	31	3155	NI	5.5	51.7909	9.82157	161	158	2024-01-19	Northeim	Einbeck
5.96	31	3155	NI	5.5	51.7948	9.81356	161	158	2024-01-30	Northeim	Einbeck
5.96	31	3155	NI	5.5	51.799	9.81665	161	158	2024-02-03	Northeim	Einbeck
5.96	31	3155	NI	5.5	51.7969	9.82995	161	158	2024-02-03	Northeim	Einbeck
5.96	31	3155	NI	5.5	51.7931	9.83066	161	158	2024-01-18	Northeim	Einbeck
5.96	31	3155	NI	5.5	51.7949	9.82052	161	158	2024-02-14	Northeim	Einbeck
5.95	31	3155	NI	7	51.7869	9.83111	174	175	2026-11-30	Northeim	Einbeck
5.95	31	3155	NI	7	51.7881	9.84083	174	175	2026-11-30	Northeim	Einbeck
5.83	30	3155	NI	4.26	51.7223	9.92443	160	138	2028-01-31	Northeim	Northeim
5.83	30	3155	NI	4.26	51.7043	9.93276	160	138	2028-01-31	Northeim	Northeim
5.83	30	3155	NI	4.26	51.7103	9.93477	160	138	2028-01-31	Northeim	Northeim
5.83	30	3155	NI	4.26	51.7085	9.92897	160	138	2028-01-31	Northeim	Northeim
5.83	30	3155	NI	4.26	51.7168	9.9284	160	138	2028-01-31	Northeim	Northeim
5.83	30	3155	NI	4.26	51.725	9.92895	160	138	2028-01-31	Northeim	Northeim
5.83	30	3155	NI	4.26	51.7129	9.92498	160	138	2028-01-31	Northeim	Northeim
8.43	54	3458	NI	7.2	53.0616	8.544	164	172	2028-11-30	Oldenburg	Ganderkesee
8.43	54	3458	NI	7.2	53.0651	8.54815	164	172	2028-11-30	Oldenburg	Ganderkesee
8.43	54	3458	NI	7.2	53.0606	8.55051	164	172	2028-11-30	Oldenburg	Ganderkesee
8.37	54	3458	NI	5.5	52.8502	8.61691	166	160	2026-03-01	Oldenburg	Beckeln
8.35	54	3458	NI	7.2	52.9383	8.50013	169	162	2027-09-30	Oldenburg	Prinzhöfte
8.35	54	3458	NI	7.2	52.9392	8.50631	169	162	2027-09-30	Oldenburg	Prinzhöfte
8.35	54	3458	NI	7.2	52.9511	8.50318	169	162	2026-03-31	Oldenburg	Prinzhöfte
8.35	54	3458	NI	7.2	52.9551	8.50671	169	162	2027-03-31	Oldenburg	Prinzhöfte
8.35	54	3458	NI	7.2	52.9547	8.51599	169	162	2028-09-01	Oldenburg	Prinzhöfte
8.35	54	3458	NI	7.2	52.9509	8.51529	169	162	2028-09-01	Oldenburg	Prinzhöfte
8.35	54	3458	NI	7.2	52.9479	8.51163	169	162	2028-09-01	Oldenburg	Prinzhöfte
8.35	54	3458	NI	7.2	52.9574	8.51151	169	162	2028-06-30	Oldenburg	Prinzhöfte
8.35	54	3458	NI	7.2	52.9529	8.53665	169	162	2028-09-01	Oldenburg	Prinzhöfte
8.35	54	3458	NI	7.2	52.9439	8.50425	169	162	2027-09-30	Oldenburg	Prinzhöfte
8.35	54	3458	NI	7.2	52.948	8.51938	169	162	2028-09-01	Oldenburg	Prinzhöfte
8.35	54	3458	NI	7.2	52.9543	8.52226	169	162	2028-09-01	Oldenburg	Prinzhöfte
8.35	54	3458	NI	7.2	52.9425	8.51019	169	162	2027-09-30	Oldenburg	Prinzhöfte
8.35	54	3458	NI	7.2	52.9505	8.53001	169	162	2028-09-01	Oldenburg	Prinzhöfte
8.35	54	3458	NI	7.2	52.9568	8.5327	169	162	2028-09-01	Oldenburg	Prinzhöfte
8.35	54	3458	NI	6	52.9478	8.50227	148	150	2028-06-30	Oldenburg	Prinzhöfte
8.34	54	3458	NI	4.26	53.1023	8.61994	131	138	2026-12-31	Oldenburg	Ganderkesee
8.34	54	3458	NI	4.26	53.1124	8.58103	131	138	2026-10-01	Oldenburg	Ganderkesee
8.34	54	3458	NI	4.26	53.1161	8.58472	131	138	2026-10-01	Oldenburg	Ganderkesee
8.34	53	3458	NI	6	52.9677	8.16261	162	175	2028-05-31	Oldenburg	Großenkneten
8.34	53	3458	NI	6	52.9664	8.16906	162	175	2028-05-31	Oldenburg	Großenkneten
8.34	53	3458	NI	6	52.9648	8.17825	162	175	2028-05-31	Oldenburg	Großenkneten
8.34	53	3458	NI	6	52.9687	8.17679	162	175	2028-05-31	Oldenburg	Großenkneten
8.34	53	3458	NI	6	52.97	8.16983	162	175	2028-05-31	Oldenburg	Großenkneten
8.34	53	3458	NI	6	52.9734	8.16806	162	175	2028-05-31	Oldenburg	Großenkneten
8.34	54	3458	NI	4.26	53.1054	8.59777	131	138	2026-12-31	Oldenburg	Ganderkesee
8.34	54	3458	NI	4.26	53.1072	8.59242	131	138	2026-12-31	Oldenburg	Ganderkesee
8.34	53	3458	NI	6	52.9726	8.17537	162	175	2028-05-31	Oldenburg	Großenkneten
8.34	53	3458	NI	4.26	52.9991	8.20736	131	138	2028-02-01	Oldenburg	Großenkneten
8.34	54	3458	NI	4.26	53.1197	8.58765	131	138	2026-10-01	Oldenburg	Ganderkesee
8.34	54	3458	NI	4.26	53.1104	8.59037	131	138	2025-12-31	Oldenburg	Ganderkesee
8.34	54	3458	NI	4.26	53.1082	8.61275	131	138	2026-12-31	Oldenburg	Ganderkesee
8.34	53	3458	NI	6	52.9714	8.16255	162	175	2028-05-31	Oldenburg	Großenkneten
8.34	54	3458	NI	4.26	53.1115	8.59913	131	138	2026-12-31	Oldenburg	Ganderkesee
8.34	53	3458	NI	4.26	52.996	8.20578	131	138	2028-02-01	Oldenburg	Großenkneten
8.34	54	3458	NI	4.26	53.109	8.5799	131	138	2025-12-31	Oldenburg	Ganderkesee
8.34	54	3458	NI	4.26	53.1076	8.59037	131	138	2025-12-31	Oldenburg	Ganderkesee
8.32	53	3458	NI	7.2	52.939	8.49347	169	162	2028-09-01	Oldenburg	Prinzhöfte
8.32	53	3458	NI	6	52.9419	8.49774	151	150	2027-09-01	Oldenburg	Prinzhöfte
8.32	53	3458	NI	5.5	52.8513	8.61007	166	160	2026-03-01	Oldenburg	Beckeln
8.32	53	3458	NI	5.5	52.8477	8.61092	166	160	2026-03-01	Oldenburg	Beckeln
8.29	53	3458	NI	4.26	53.0045	8.24093	131	138	2028-02-01	Oldenburg	Großenkneten
8.29	53	3458	NI	4.26	53.0015	8.23442	131	138	2028-02-01	Oldenburg	Großenkneten
8.29	53	3458	NI	4.2	53.0094	8.21971	131	138	2024-02-05	Oldenburg	Wardenburg
8.29	53	3458	NI	4.2	53.0052	8.23425	131	138	2024-02-05	Oldenburg	Wardenburg
7.83	48	3459	NI	6.8	52.5052	7.84317	179	175	2028-02-01	Osnabrück	Ankum
7.83	48	3459	NI	6.8	52.4932	7.85783	179	175	2028-02-01	Osnabrück	Ankum
7.83	48	3459	NI	6.8	52.5022	7.84581	179	175	2028-02-01	Osnabrück	Ankum
7.83	48	3459	NI	6.8	52.4921	7.84881	179	175	2028-02-01	Osnabrück	Ankum
7.83	48	3459	NI	6.8	52.4954	7.84761	179	175	2028-02-01	Osnabrück	Ankum
7.83	48	3459	NI	6.8	52.4986	7.84611	179	175	2028-02-01	Osnabrück	Ankum
7.83	48	3459	NI	6.8	52.4967	7.83661	179	175	2028-02-01	Osnabrück	Merzen
7.83	48	3459	NI	6.8	52.4968	7.85641	179	175	2028-02-01	Osnabrück	Ankum
7.82	49	3459	NI	6.8	52.6584	8.04097	166	163	2024-10-01	Osnabrück	Badbergen
7.82	49	3459	NI	6.8	52.6622	8.03938	166	163	2024-10-01	Osnabrück	Badbergen
7.82	49	3459	NI	6.8	52.6623	8.03308	166	163	2024-10-01	Osnabrück	Badbergen
7.82	49	3459	NI	6.8	52.6688	8.0357	166	163	2025-12-18	Osnabrück	Badbergen
7.82	49	3459	NI	6.8	52.6559	8.04566	166	163	2024-10-01	Osnabrück	Badbergen
7.82	49	3459	NI	6.8	52.6658	8.03124	166	163	2024-10-01	Osnabrück	Badbergen
7.82	49	3459	NI	6.8	52.6628	8.02696	166	163	2024-10-01	Osnabrück	Badbergen
7.79	48	3459	NI	7.2	52.6066	7.79973	175	172	2027-11-01	Osnabrück	Eggermühlen
7.79	48	3459	NI	7.2	52.6331	7.81359	175	172	2028-02-01	Osnabrück	Kettenkamp
7.79	48	3459	NI	7.2	52.6032	7.78835	175	172	2027-11-01	Osnabrück	Berge
7.79	48	3459	NI	7.2	52.6285	7.80887	175	172	2028-02-01	Osnabrück	Kettenkamp
7.79	48	3459	NI	7.2	52.626	7.81506	175	172	2028-02-01	Osnabrück	Kettenkamp
7.79	48	3459	NI	7.2	52.6139	7.80184	175	172	2027-11-01	Osnabrück	Berge
7.79	48	3459	NI	7.2	52.6186	7.80456	175	172	2027-11-01	Osnabrück	Berge
7.79	48	3459	NI	7.2	52.6061	7.832	175	172	2028-02-01	Osnabrück	Kettenkamp
